Player,Season,GAME ID,Date,Player ID,Team,Opponent,Started,Home/Away,Minutes,Usage Rate,Days Rest,Draftkings Position,FANDUEL Position,Yahoo Position,Draftkings Salary,Fanduel Salary,Yahoo Salary,Draftkings Fantasy Points Scored,Fanduel Fantasy Points Scored,Yahoo Points Scored
Jonas Valanciunas,NBA 2016-2017 Regular Season,0021600007,10/26/2016,202685,Toronto,Detroit,Y,H,35.22,28.93,3+,C,C,C,6500,5700,28,48.25,45.7,45.7
DeMar DeRozan,NBA 2016-2017 Regular Season,0021600007,10/26/2016,201942,Toronto,Detroit,Y,H,34.47,19.69,3+,SG,SG,SG,7200,7500,35,45.5,42.3,42.3
Kyle Lowry,NBA 2016-2017 Regular Season,0021600007,10/26/2016,200768,Toronto,Detroit,Y,H,37.77,15.53,3+,PG,PG,PG,7800,8000,38,29.75,28,28.5
Terrence Ross,NBA 2016-2017 Regular Season,0021600007,10/26/2016,203082,Toronto,Detroit,N,H,18.57,34.10,3+,SG/SF,SF,SF,3200,3500,10,17,16.3,16.3
Patrick Patterson,NBA 2016-2017 Regular Season,0021600007,10/26/2016,202335,Toronto,Detroit,N,H,26.27,19.20,3+,PF,PF,PF,3900,3700,11,11.5,11.3,11.3
Cory Joseph,NBA 2016-2017 Regular Season,0021600007,10/26/2016,202709,Toronto,Detroit,N,H,21.60,32.37,3+,PG,PG,PG,3500,3500,12,15.5,14.8,14.8
Jakob Poeltl,NBA 2016-2017 Regular Season,0021600007,10/26/2016,1627751,Toronto,Detroit,N,H,12.78,14.82,3+,C,C,C,3000,3500,10,4.5,4.4,4.4
Norman Powell,NBA 2016-2017 Regular Season,0021600007,10/26/2016,1626181,Toronto,Detroit,N,H,2.17,21.44,3+,SG/SF,SG,SG,3700,3500,10,1.25,1.2,1.2
Michael Kidd-Gilchrist,NBA 2016-2017 Regular Season,0021600008,10/26/2016,203077,Charlotte,Milwaukee,Y,R,34.85,17.78,3+,SF,SF,SF,5000,5400,22,46,43.8,43.8
Marvin Williams,NBA 2016-2017 Regular Season,0021600008,10/26/2016,101107,Charlotte,Milwaukee,Y,R,28.77,8.12,3+,PF,PF,PF,4700,5000,20,33,29,30.5
Roy Hibbert,NBA 2016-2017 Regular Season,0021600008,10/26/2016,201579,Charlotte,Milwaukee,Y,R,31.85,5.79,3+,C,C,C,3000,3500,10,42.5,39.5,39.5
Nicolas Batum,NBA 2016-2017 Regular Season,0021600008,10/26/2016,201587,Charlotte,Milwaukee,Y,R,33.60,30.26,3+,SG/SF,SG,SG,6400,6200,27,31,29.7,30.2
Kemba Walker,NBA 2016-2017 Regular Season,0021600008,10/26/2016,202689,Charlotte,Milwaukee,Y,R,35.07,11.88,3+,PG,PG,PG,7700,8100,36,34.75,32.2,33.7
Marco Belinelli,NBA 2016-2017 Regular Season,0021600008,10/26/2016,201158,Charlotte,Milwaukee,N,R,26.43,26.32,3+,SG,SG,SG,3300,3500,12,13.5,13.3,13.3
Cody Zeller,NBA 2016-2017 Regular Season,0021600008,10/26/2016,203469,Charlotte,Milwaukee,N,R,14.25,0.00,3+,C,C,C,4500,4600,10,23.75,23.1,23.1
Spencer Hawes,NBA 2016-2017 Regular Season,0021600008,10/26/2016,201150,Charlotte,Milwaukee,N,R,12.82,0.00,3+,PF/C,C,PF,3000,3500,10,12,10.9,10.9
Ramon Sessions,NBA 2016-2017 Regular Season,0021600008,10/26/2016,201196,Charlotte,Milwaukee,N,R,12.93,31.26,3+,PG,PG,PG,3400,4000,11,3.5,3,3
Jeremy Lamb,NBA 2016-2017 Regular Season,0021600008,10/26/2016,203087,Charlotte,Milwaukee,N,R,9.43,17.53,3+,SG/SF,SG,SF,3000,4000,10,4.25,4.2,4.2
Mirza Teletovic,NBA 2016-2017 Regular Season,0021600008,10/26/2016,203141,Milwaukee,Charlotte,Y,H,27.48,17.14,3+,PF,SF,SF,4300,4000,15,9.5,8.9,8.9
Jabari Parker,NBA 2016-2017 Regular Season,0021600008,10/26/2016,203953,Milwaukee,Charlotte,Y,H,29.83,12.01,3+,SF/PF,PF,PF,6700,6100,26,24,21.7,22.2
Miles Plumlee,NBA 2016-2017 Regular Season,0021600008,10/26/2016,203101,Milwaukee,Charlotte,Y,H,8.28,20.05,3+,C,C,C,3300,3900,10,6.75,6.7,6.7
Giannis Antetokounmpo,NBA 2016-2017 Regular Season,0021600008,10/26/2016,203507,Milwaukee,Charlotte,Y,H,38.73,9.98,3+,PG,SG,PG,8800,9400,45,53.75,52.3,52.8
Matthew Dellavedova,NBA 2016-2017 Regular Season,0021600008,10/26/2016,203521,Milwaukee,Charlotte,Y,H,29.12,23.56,3+,PG/SG,PG,SG,4000,4500,11,18.75,17.1,17.6
Greg Monroe,NBA 2016-2017 Regular Season,0021600008,10/26/2016,202328,Milwaukee,Charlotte,N,H,29.33,28.09,3+,C,C,C,5500,5800,24,40,37.5,37.5
Michael Beasley,NBA 2016-2017 Regular Season,0021600008,10/26/2016,201563,Milwaukee,Charlotte,N,H,19.32,10.56,3+,SF,SF,SF,3800,3900,14,8,7.9,7.9
Malcolm Brogdon,NBA 2016-2017 Regular Season,0021600008,10/26/2016,1627763,Milwaukee,Charlotte,N,H,21.42,16.34,3+,SG,PG,SG,3300,3500,10,23,22.7,22.7
Jason Terry,NBA 2016-2017 Regular Season,0021600008,10/26/2016,1891,Milwaukee,Charlotte,N,H,18.33,0.00,3+,PG,PG,SG,3100,3500,10,9,8.9,8.9
John Henson,NBA 2016-2017 Regular Season,0021600008,10/26/2016,203089,Milwaukee,Charlotte,N,H,10.38,0.00,3+,C,PF,C,3100,3700,10,9,8.8,8.8
Rashad Vaughn,NBA 2016-2017 Regular Season,0021600008,10/26/2016,1626173,Milwaukee,Charlotte,N,H,7.77,18.74,3+,SG,SG,SG,3000,4200,10,3.25,3.2,3.2
Andrew Wiggins,NBA 2016-2017 Regular Season,0021600009,10/26/2016,203952,Minnesota,Memphis,Y,R,34.48,29.94,3+,SF,SF,SF,6500,6600,27,35.25,33.4,33.9
Gorgui Dieng,NBA 2016-2017 Regular Season,0021600009,10/26/2016,203476,Minnesota,Memphis,Y,R,34.02,25.71,3+,PF/C,PF,PF,5600,5500,24,40,37.8,37.8
Karl-Anthony Towns,NBA 2016-2017 Regular Season,0021600009,10/26/2016,1626157,Minnesota,Memphis,Y,R,36.48,16.19,3+,C,C,C,9200,8800,45,37.5,35.3,36.3
Zach LaVine,NBA 2016-2017 Regular Season,0021600009,10/26/2016,203897,Minnesota,Memphis,Y,R,33.83,15.72,3+,SG,SG,SG,5400,5500,23,32.25,29.5,31
Ricky Rubio,NBA 2016-2017 Regular Season,0021600009,10/26/2016,201937,Minnesota,Memphis,Y,R,33.45,29.70,3+,PG,PG,PG,6400,6500,30,20,18.8,18.8
Brandon Rush,NBA 2016-2017 Regular Season,0021600009,10/26/2016,201575,Minnesota,Memphis,N,R,13.65,8.05,3+,SG/SF,SG,SG,3000,3500,10,3.5,2.9,2.9
Nemanja Bjelica,NBA 2016-2017 Regular Season,0021600009,10/26/2016,202357,Minnesota,Memphis,N,R,15.38,10.00,3+,PF,PF,PF,3000,4200,10,6.25,6.2,6.2
Kris Dunn,NBA 2016-2017 Regular Season,0021600009,10/26/2016,1627739,Minnesota,Memphis,N,R,15.22,0.00,3+,PG,PG,PG,3800,4300,12,16,15.3,15.3
Shabazz Muhammad,NBA 2016-2017 Regular Season,0021600009,10/26/2016,203498,Minnesota,Memphis,N,R,13.52,0.00,3+,SG/SF,SF,SF,3100,4000,10,4.5,4.4,4.4
Cole Aldrich,NBA 2016-2017 Regular Season,0021600009,10/26/2016,202332,Minnesota,Memphis,N,R,9.97,50.77,3+,C,C,C,3600,3800,12,10.5,10.4,10.4
James Ennis III,NBA 2016-2017 Regular Season,0021600009,10/26/2016,203516,Memphis,Minnesota,Y,H,28.18,0.00,3+,SF,SF,SF,3600,4000,10,25.5,24.2,25.2
JaMychal Green,NBA 2016-2017 Regular Season,0021600009,10/26/2016,203210,Memphis,Minnesota,Y,H,28.72,11.97,3+,PF,PF,PF,4100,5000,13,24.75,22.9,23.9
Marc Gasol,NBA 2016-2017 Regular Season,0021600009,10/26/2016,201188,Memphis,Minnesota,Y,H,32.45,15.72,3+,C,C,C,6000,7300,29,31.25,28.6,29.1
Andrew Harrison,NBA 2016-2017 Regular Season,0021600009,10/26/2016,1626150,Memphis,Minnesota,Y,H,38.20,16.15,3+,PG,PG,PG,3000,3500,10,14.25,12.6,12.6
Mike Conley,NBA 2016-2017 Regular Season,0021600009,10/26/2016,201144,Memphis,Minnesota,Y,H,29.65,25.27,3+,PG,PG,PG,6800,6800,29,34.25,31.2,33.2
Wade Baldwin IV,NBA 2016-2017 Regular Season,0021600009,10/26/2016,1627735,Memphis,Minnesota,N,H,24.52,19.86,3+,PG,PG,PG,3000,3900,10,34.25,33,33.5
Deyonta Davis,NBA 2016-2017 Regular Season,0021600009,10/26/2016,1627738,Memphis,Minnesota,N,H,5.65,21.54,3+,PF,PF,PF,3000,3500,10,4.5,4.4,4.4
Zach Randolph,NBA 2016-2017 Regular Season,0021600009,10/26/2016,2216,Memphis,Minnesota,N,H,24.55,23.33,3+,PF,PF,PF,5700,5900,26,35.25,31.7,32.2
Vince Carter,NBA 2016-2017 Regular Season,0021600009,10/26/2016,1713,Memphis,Minnesota,N,H,28.08,33.09,3+,SG/SF,SF,SG,3000,3900,10,17.25,16.9,16.9
Danilo Gallinari,NBA 2016-2017 Regular Season,0021600010,10/26/2016,201568,Denver,New Orleans,Y,R,37.72,16.15,3+,SF,SF,SF,6200,7100,29,30.75,28.6,30.1
Nikola Jokic,NBA 2016-2017 Regular Season,0021600010,10/26/2016,203999,Denver,New Orleans,Y,R,21.13,0.00,3+,PF/C,PF,C,6900,6300,23,15.25,12.4,12.9
Jusuf Nurkic,NBA 2016-2017 Regular Season,0021600010,10/26/2016,203994,Denver,New Orleans,Y,R,26.02,0.00,3+,C,C,C,5800,4600,12,40.25,39.3,39.3
Will Barton,NBA 2016-2017 Regular Season,0021600010,10/26/2016,203115,Denver,New Orleans,Y,R,34.77,23.50,3+,SG/SF,SG,SG,4600,5100,21,31.25,29,30
Emmanuel Mudiay,NBA 2016-2017 Regular Season,0021600010,10/26/2016,1626144,Denver,New Orleans,Y,R,28.10,7.82,3+,PG,PG,PG,6200,5800,25,23.25,19.9,19.9
Wilson Chandler,NBA 2016-2017 Regular Season,0021600010,10/26/2016,201163,Denver,New Orleans,N,R,30.22,19.44,3+,SF,SF,SF,4200,5500,19,21.75,19.9,20.4
Kenneth Faried,NBA 2016-2017 Regular Season,0021600010,10/26/2016,202702,Denver,New Orleans,N,R,28.27,34.95,3+,PF,PF,PF,4600,5500,20,34.5,32.3,32.3
Jamal Murray,NBA 2016-2017 Regular Season,0021600010,10/26/2016,1627750,Denver,New Orleans,N,R,13.23,24.01,3+,PG/SG,PG,PG,3900,3500,12,7,6.3,6.3
Jameer Nelson,NBA 2016-2017 Regular Season,0021600010,10/26/2016,2749,Denver,New Orleans,N,R,19.90,19.17,3+,PG,PG,PG,3000,4300,10,16.5,13.9,14.4
Juan Hernangomez,NBA 2016-2017 Regular Season,0021600010,10/26/2016,1627823,Denver,New Orleans,N,R,0.65,18.65,3+,C,PF,SF,3000,3500,10,0,0,0
Solomon Hill,NBA 2016-2017 Regular Season,0021600010,10/26/2016,203524,New Orleans,Denver,Y,H,27.05,20.47,3+,SF,SF,SF,4000,4300,10,5.75,4.7,4.7
Anthony Davis,NBA 2016-2017 Regular Season,0021600010,10/26/2016,203076,New Orleans,Denver,Y,H,41.23,2.21,3+,PF/C,PF,PF,10100,10200,48,94.25,90.5,90.5
Omer Asik,NBA 2016-2017 Regular Season,0021600010,10/26/2016,201600,New Orleans,Denver,Y,H,16.53,24.09,3+,C,C,C,3300,3700,10,4.75,4.7,4.7
E'Twaun Moore,NBA 2016-2017 Regular Season,0021600010,10/26/2016,202734,New Orleans,Denver,Y,H,28.15,28.76,3+,SG,SG,SG,4500,4500,14,21.25,19.2,20.2
Tim Frazier,NBA 2016-2017 Regular Season,0021600010,10/26/2016,204025,New Orleans,Denver,Y,H,36.77,20.72,3+,PG,PG,PG,4800,5000,13,47.25,44.5,45
Buddy Hield,NBA 2016-2017 Regular Season,0021600010,10/26/2016,1627741,New Orleans,Denver,N,H,16.83,30.79,3+,SG,SG,SG,3800,4500,15,9.75,9.7,9.7
Alexis Ajinca,NBA 2016-2017 Regular Season,0021600010,10/26/2016,201582,New Orleans,Denver,N,H,10.87,17.48,3+,C,C,C,3200,4500,15,1.25,1.2,1.2
Dante Cunningham,NBA 2016-2017 Regular Season,0021600010,10/26/2016,201967,New Orleans,Denver,N,H,8.50,10.57,3+,SF/PF,SF,SF,3000,3900,10,1,0.5,0.5
Langston Galloway,NBA 2016-2017 Regular Season,0021600010,10/26/2016,204038,New Orleans,Denver,N,H,10.83,10.91,3+,PG,PG,PG,3100,4100,10,11,10.9,10.9
Lance Stephenson,NBA 2016-2017 Regular Season,0021600010,10/26/2016,202362,New Orleans,Denver,N,H,25.50,14.75,3+,SF,SF,SF,3000,4200,16,17.25,16.1,16.1
Terrence Jones,NBA 2016-2017 Regular Season,0021600010,10/26/2016,203093,New Orleans,Denver,N,H,17.73,18.53,3+,PF,PF,PF,4500,4200,10,17.25,17.1,17.1
Andre Roberson,NBA 2016-2017 Regular Season,0021600011,10/26/2016,203460,Oklahoma City,Philadelphia,Y,R,31.85,9.14,3+,SG/SF,SF,SF,3400,3900,12,20.25,19.9,19.9
Domantas Sabonis,NBA 2016-2017 Regular Season,0021600011,10/26/2016,1627734,Oklahoma City,Philadelphia,Y,R,16.35,20.56,3+,PF,PF,PF,3900,4700,10,10.5,9.8,10.3
Steven Adams,NBA 2016-2017 Regular Season,0021600011,10/26/2016,203500,Oklahoma City,Philadelphia,Y,R,35.55,24.43,3+,C,C,C,5800,4700,17,28.75,27.5,27.5
Victor Oladipo,NBA 2016-2017 Regular Season,0021600011,10/26/2016,203506,Oklahoma City,Philadelphia,Y,R,26.05,15.08,3+,PG/SG,SG,SG,7100,7400,35,18.25,16.5,16.5
Russell Westbrook,NBA 2016-2017 Regular Season,0021600011,10/26/2016,201566,Oklahoma City,Philadelphia,Y,R,36.38,32.52,3+,PG,PG,PG,11500,12000,54,61.5,57.9,58.4
Ersan Ilyasova,NBA 2016-2017 Regular Season,0021600011,10/26/2016,101141,Oklahoma City,Philadelphia,N,R,20.05,12.54,3+,PF,PF,PF,4200,4200,15,20.75,19.5,20.5
Kyle Singler,NBA 2016-2017 Regular Season,0021600011,10/26/2016,202713,Oklahoma City,Philadelphia,N,R,21.52,11.49,3+,SF,SF,SF,3000,3500,10,6.25,5.2,5.7
Enes Kanter,NBA 2016-2017 Regular Season,0021600011,10/26/2016,202683,Oklahoma City,Philadelphia,N,R,24.00,21.03,3+,C,PF,C,6100,5100,19,37.5,35.4,35.4
Semaj Christon,NBA 2016-2017 Regular Season,0021600011,10/26/2016,203902,Oklahoma City,Philadelphia,N,R,14.85,21.33,3+,PG,PG,PG,3000,3500,10,11.25,11.2,11.2
Alex Abrines,NBA 2016-2017 Regular Season,0021600011,10/26/2016,203518,Oklahoma City,Philadelphia,N,R,13.40,25.81,3+,SG,SG,SG,3000,4000,10,3.75,2.2,2.7
Robert Covington,NBA 2016-2017 Regular Season,0021600011,10/26/2016,203496,Philadelphia,Oklahoma City,Y,H,31.93,0.00,3+,SF,SF,SF,5300,5900,24,26.25,25,26
Dario Saric,NBA 2016-2017 Regular Season,0021600011,10/26/2016,203967,Philadelphia,Oklahoma City,Y,H,27.45,30.23,3+,SF/PF,PF,SF,4700,4900,13,15.75,14.4,14.4
Joel Embiid,NBA 2016-2017 Regular Season,0021600011,10/26/2016,203954,Philadelphia,Oklahoma City,Y,H,22.42,18.95,3+,C,C,C,5400,4700,14,31.25,28.4,28.9
Gerald Henderson,NBA 2016-2017 Regular Season,0021600011,10/26/2016,201945,Philadelphia,Oklahoma City,Y,H,24.78,19.69,3+,SG,SG,SG,3700,4200,10,12.5,11.4,12.4
Sergio Rodriguez,NBA 2016-2017 Regular Season,0021600011,10/26/2016,200771,Philadelphia,Oklahoma City,Y,H,31.85,13.81,3+,PG,PG,PG,3200,5000,10,31.5,30.3,31.3
Jahlil Okafor,NBA 2016-2017 Regular Season,0021600011,10/26/2016,1626143,Philadelphia,Oklahoma City,N,H,15.70,25.25,3+,PF/C,C,C,5200,6300,24,12.25,10.6,10.6
Nik Stauskas,NBA 2016-2017 Regular Season,0021600011,10/26/2016,203917,Philadelphia,Oklahoma City,N,H,22.53,14.07,3+,SG,SG,SG,3100,3700,10,19.5,19.3,19.3
T.J. McConnell,NBA 2016-2017 Regular Season,0021600011,10/26/2016,204456,Philadelphia,Oklahoma City,N,H,16.15,17.09,3+,PG,PG,PG,3800,5000,11,16.5,15.9,15.9
Jerami Grant,NBA 2016-2017 Regular Season,0021600011,10/26/2016,203924,Philadelphia,Oklahoma City,N,H,21.85,21.23,3+,SF,SF,PF,4000,5200,17,16.75,15.6,15.6
Hollis Thompson,NBA 2016-2017 Regular Season,0021600011,10/26/2016,203138,Philadelphia,Oklahoma City,N,H,13.47,17.22,3+,SG,SG,SG,3100,4200,11,11.75,11.6,11.6
Richaun Holmes,NBA 2016-2017 Regular Season,0021600011,10/26/2016,1626158,Philadelphia,Oklahoma City,N,H,11.87,13.36,3+,PF,PF,PF,4200,3500,10,15.25,14.6,14.6
Rudy Gay,NBA 2016-2017 Regular Season,0021600012,10/26/2016,200752,Sacramento,Phoenix,Y,R,33.18,18.84,3+,SF,SF,SF,6300,6900,26,37.25,36.6,37.1
DeMarcus Cousins,NBA 2016-2017 Regular Season,0021600012,10/26/2016,202326,Sacramento,Phoenix,Y,R,24.67,19.58,3+,PF/C,C,PF,10600,10000,51,35,33.2,33.2
Kosta Koufos,NBA 2016-2017 Regular Season,0021600012,10/26/2016,201585,Sacramento,Phoenix,Y,R,13.38,24.06,3+,C,C,C,3100,3600,10,8,7.3,7.3
Arron Afflalo,NBA 2016-2017 Regular Season,0021600012,10/26/2016,201167,Sacramento,Phoenix,Y,R,26.22,23.58,3+,SG,SG,SG,3700,3900,11,14.75,13.6,14.6
Ty Lawson,NBA 2016-2017 Regular Season,0021600012,10/26/2016,201951,Sacramento,Phoenix,Y,R,35.62,17.09,3+,PG,PG,PG,5500,5100,15,32.5,30.7,31.2
Matt Barnes,NBA 2016-2017 Regular Season,0021600012,10/26/2016,2440,Sacramento,Phoenix,N,R,27.62,21.32,3+,SF,SF,SF,3900,4300,18,27.75,25.9,26.9
Willie Cauley-Stein,NBA 2016-2017 Regular Season,0021600012,10/26/2016,1626161,Sacramento,Phoenix,N,R,19.10,22.84,3+,C,PF,C,3800,5400,14,11,10.4,10.4
Anthony Tolliver,NBA 2016-2017 Regular Season,0021600012,10/26/2016,201229,Sacramento,Phoenix,N,R,14.82,15.17,3+,PF,PF,PF,3000,3500,10,15.25,15,15
Garrett Temple,NBA 2016-2017 Regular Season,0021600012,10/26/2016,202066,Sacramento,Phoenix,N,R,17.85,8.29,3+,PG/SG,PG,SG,3500,3800,10,18,16.9,16.9
Ben McLemore,NBA 2016-2017 Regular Season,0021600012,10/26/2016,203463,Sacramento,Phoenix,N,R,16.73,24.77,3+,SG,SG,SG,3100,3600,10,8.5,8,8
Omri Casspi,NBA 2016-2017 Regular Season,0021600012,10/26/2016,201956,Sacramento,Phoenix,N,R,8.53,0.00,3+,SF/PF,PF,PF,4000,4400,17,8.75,7.6,7.6
Malachi Richardson,NBA 2016-2017 Regular Season,0021600012,10/26/2016,1627781,Sacramento,Phoenix,N,R,2.28,18.90,3+,SG,SG,SG,3000,3500,10,0,0,0
TJ Warren,NBA 2016-2017 Regular Season,0021600012,10/26/2016,203933,Phoenix,Sacramento,Y,H,30.40,20.36,3+,SF,SF,SF,4200,4500,13,25.75,25.5,25.5
Jared Dudley,NBA 2016-2017 Regular Season,0021600012,10/26/2016,201162,Phoenix,Sacramento,Y,H,25.80,11.95,3+,PF,PF,PF,3800,4200,11,10,9.9,9.9
Tyson Chandler,NBA 2016-2017 Regular Season,0021600012,10/26/2016,2199,Phoenix,Sacramento,Y,H,22.93,18.64,3+,C,C,C,4600,5000,15,20,19,19
Devin Booker,NBA 2016-2017 Regular Season,0021600012,10/26/2016,1626164,Phoenix,Sacramento,Y,H,24.55,20.02,3+,SG/SF,SG,SG,6500,6200,30,23,20.9,20.9
Eric Bledsoe,NBA 2016-2017 Regular Season,0021600012,10/26/2016,202339,Phoenix,Sacramento,Y,H,29.45,23.65,3+,PG,PG,PG,7900,7600,41,32,28.7,29.7
Brandon Knight,NBA 2016-2017 Regular Season,0021600012,10/26/2016,202688,Phoenix,Sacramento,N,H,25.82,23.46,3+,PG/SG,SG,SG,6100,6000,29,14.75,13.7,13.7
Alex Len,NBA 2016-2017 Regular Season,0021600012,10/26/2016,203458,Phoenix,Sacramento,N,H,24.15,14.54,3+,C,C,C,4900,6000,18,21.25,20.4,20.4
Marquese Chriss,NBA 2016-2017 Regular Season,0021600012,10/26/2016,1627737,Phoenix,Sacramento,N,H,22.20,27.69,3+,PF,PF,PF,3200,4200,10,15,12.8,12.8
PJ Tucker,NBA 2016-2017 Regular Season,0021600012,10/26/2016,200782,Phoenix,Sacramento,N,H,5.65,10.85,3+,SF,SF,SF,3600,5000,15,-0.5,-1,-1
Leandro Barbosa,NBA 2016-2017 Regular Season,0021600012,10/26/2016,2571,Phoenix,Sacramento,N,H,3.40,30.74,3+,SG,SG,SG,3000,3500,10,1.25,1.2,1.2
Tyler Ulis,NBA 2016-2017 Regular Season,0021600012,10/26/2016,1627755,Phoenix,Sacramento,N,H,13.70,11.79,3+,PG,PG,PG,3000,3800,10,10.25,9.7,9.7
Dragan Bender,NBA 2016-2017 Regular Season,0021600012,10/26/2016,1627733,Phoenix,Sacramento,N,H,11.95,29.81,3+,PF,PF,PF,3000,4000,10,13.5,12.4,13.4
Trevor Ariza,NBA 2016-2017 Regular Season,0021600013,10/26/2016,2772,Houston,LA Lakers,Y,R,32.85,14.04,3+,SF,SF,SF,5800,5500,21,18,17.2,17.7
Ryan Anderson,NBA 2016-2017 Regular Season,0021600013,10/26/2016,201583,Houston,LA Lakers,Y,R,34.35,19.33,3+,PF,PF,PF,6700,6800,25,29.25,27.9,28.9
Clint Capela,NBA 2016-2017 Regular Season,0021600013,10/26/2016,203991,Houston,LA Lakers,Y,R,25.67,32.52,3+,PF/C,C,C,5900,4200,10,28.75,27.8,27.8
Eric Gordon,NBA 2016-2017 Regular Season,0021600013,10/26/2016,201569,Houston,LA Lakers,Y,R,34.43,14.63,3+,SG,SG,SG,5000,5200,18,27.75,26,27
James Harden,NBA 2016-2017 Regular Season,0021600013,10/26/2016,201935,Houston,LA Lakers,Y,R,37.18,22.67,3+,PG/SG,SG,SG,10900,11200,53,68.75,62.9,63.4
Nene,NBA 2016-2017 Regular Season,0021600013,10/26/2016,2403,Houston,LA Lakers,N,R,22.28,10.83,3+,C,C,C,4300,4100,11,18.75,18.1,18.1
KJ McDaniels,NBA 2016-2017 Regular Season,0021600013,10/26/2016,203909,Houston,LA Lakers,N,R,12.25,34.19,3+,SG,SG,SG,3000,3500,10,12.75,12.2,12.7
Corey Brewer,NBA 2016-2017 Regular Season,0021600013,10/26/2016,201147,Houston,LA Lakers,N,R,15.27,27.58,3+,SF,SF,SF,3000,3800,10,7,7,7
Sam Dekker,NBA 2016-2017 Regular Season,0021600013,10/26/2016,1626155,Houston,LA Lakers,N,R,13.60,7.12,3+,SF,SF,SF,3000,3500,10,7.25,7.2,7.2
Tyler Ennis,NBA 2016-2017 Regular Season,0021600013,10/26/2016,203898,Houston,LA Lakers,N,R,12.12,0.00,3+,PG,PG,PG,3000,3900,11,8,6,6
Luol Deng,NBA 2016-2017 Regular Season,0021600013,10/26/2016,2736,LA Lakers,Houston,Y,H,28.48,16.86,3+,SF,SF,SF,4800,5600,24,16.75,15.5,16
Julius Randle,NBA 2016-2017 Regular Season,0021600013,10/26/2016,203944,LA Lakers,Houston,Y,H,29.18,10.09,3+,PF,PF,PF,5900,6300,27,36.75,35.4,35.4
Timofey Mozgov,NBA 2016-2017 Regular Season,0021600013,10/26/2016,202389,LA Lakers,Houston,Y,H,22.10,15.79,3+,C,C,C,4400,3900,10,24,22.6,22.6
Nick Young,NBA 2016-2017 Regular Season,0021600013,10/26/2016,201156,LA Lakers,Houston,Y,H,26.57,35.71,3+,SG,SG,SG,3300,3500,10,16.25,15.1,16.1
D'Angelo Russell,NBA 2016-2017 Regular Season,0021600013,10/26/2016,1626156,LA Lakers,Houston,Y,H,29.07,15.88,3+,PG,PG,PG,7300,6500,21,28.25,24.7,26.7
Brandon Ingram,NBA 2016-2017 Regular Season,0021600013,10/26/2016,1627742,LA Lakers,Houston,N,H,23.67,34.21,3+,SG/SF,SF,SF,4300,4000,20,12.75,11.6,12.1
Jordan Clarkson,NBA 2016-2017 Regular Season,0021600013,10/26/2016,203903,LA Lakers,Houston,N,H,24.58,25.42,3+,PG/SG,SG,SG,6100,5700,17,35.25,32.1,33.1
Larry Nance Jr.,NBA 2016-2017 Regular Season,0021600013,10/26/2016,1626204,LA Lakers,Houston,N,H,23.33,0.00,3+,SF/PF,PF,PF,3200,3900,10,18.25,18,18
Tarik Black,NBA 2016-2017 Regular Season,0021600013,10/26/2016,204028,LA Lakers,Houston,N,H,11.53,12.89,3+,C,C,C,3000,3500,10,10.5,9.8,9.8
Lou Williams,NBA 2016-2017 Regular Season,0021600013,10/26/2016,101150,LA Lakers,Houston,N,H,14.43,0.00,3+,SG,SG,SG,4200,4600,14,21.5,20,21
Marcelo Huertas,NBA 2016-2017 Regular Season,0021600013,10/26/2016,1626273,LA Lakers,Houston,N,H,4.62,0.00,3+,PG,PG,PG,3000,3500,10,6.5,6.5,6.5
Metta World Peace,NBA 2016-2017 Regular Season,0021600013,10/26/2016,1897,LA Lakers,Houston,N,H,2.45,17.79,3+,SF,SF,SF,3000,3500,10,0,0,0
Otto Porter Jr.,NBA 2016-2017 Regular Season,0021600014,10/27/2016,203490,Washington,Atlanta,Y,R,25.80,19.47,3+,SF,SF,SF,4500,4900,20,23,22.7,22.7
Markieff Morris,NBA 2016-2017 Regular Season,0021600014,10/27/2016,202693,Washington,Atlanta,Y,R,27.65,22.34,3+,SF/PF,PF,PF,5400,5600,17,37,35.8,36.8
Marcin Gortat,NBA 2016-2017 Regular Season,0021600014,10/27/2016,101162,Washington,Atlanta,Y,R,32.27,33.61,3+,C,C,C,5300,6500,29,21.75,19.7,19.7
Bradley Beal,NBA 2016-2017 Regular Season,0021600014,10/27/2016,203078,Washington,Atlanta,Y,R,23.70,9.41,3+,SG,SG,SG,5700,6200,28,17.5,16,16
John Wall,NBA 2016-2017 Regular Season,0021600014,10/27/2016,202322,Washington,Atlanta,Y,R,30.28,24.42,3+,PG,PG,PG,8200,9400,49,39.75,35.6,35.6
Andrew Nicholson,NBA 2016-2017 Regular Season,0021600014,10/27/2016,203094,Washington,Atlanta,N,R,18.85,13.74,3+,PF,PF,PF,3000,3500,10,21.75,20.4,20.9
Trey Burke,NBA 2016-2017 Regular Season,0021600014,10/27/2016,203504,Washington,Atlanta,N,R,17.72,5.75,3+,PG,PG,PG,3000,3800,10,12,11,11
Kelly Oubre Jr.,NBA 2016-2017 Regular Season,0021600014,10/27/2016,1626162,Washington,Atlanta,N,R,22.20,28.97,3+,SG/SF,SF,SF,3400,3600,10,10.25,9.7,10.2
Jason Smith,NBA 2016-2017 Regular Season,0021600014,10/27/2016,201160,Washington,Atlanta,N,R,8.80,14.39,3+,PF/C,PF,PF,3200,3500,10,9.25,7,7
